State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield_calc,StateCrop_Yield,Crop_Yield,State_Yield,Yield_filled,StateCrop_ProdMed,Crop_ProdMed,N,P,K,ph,temperature,rainfall,Fertilizer_avg
Assam,DHUBRI,2010,Rabi       ,Peas & beans (Pulses),480,368,0.766666667,0.653987517,1.266965015,148.6304681,0.766666667,363,340,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,DEOGARH,2011,Summer     ,Moong(Green Gram),108,27.2,0.251851852,0.270952863,0.452434518,3.72545989,0.251851852,145.2,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,MANDLA,2011,Whole Year ,Sweet potato,79,275,3.481012658,5.77271395,8.848028918,3.063059939,3.481012658,282,446.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,PURNIA,2012,Rabi       ,Sunflower,1388,1947,1.402737752,1.284612896,0.944233258,3.509813832,1.402737752,54,180,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,TIRUNELVELI,2010,Kharif     ,Horse-gram,67,29,0.432835821,0.462901571,0.453746091,65.28759321,0.432835821,161.5,300.35,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Maharashtra,RAIGAD,1998,Kharif     ,Niger seed,400,100,0.25,0.305806403,0.385643572,4.367612637,0.25,300,156,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,HAMIRPUR,2007,Rabi       ,Masoor,33651,13528,0.402008856,0.814028757,0.701271409,5.28464394,0.402008856,1361,531,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Assam,SIVASAGAR,2001,Kharif     ,Sesamum,71,23,0.323943662,0.529245024,0.459043106,148.6304681,0.323943662,172,161.1,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Assam,GOALPARA,1997,Whole Year ,Potato,955,6936,7.262827225,7.100319915,12.86702455,148.6304681,7.262827225,17122.5,6437,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Maharashtra,GONDIA,2005,Rabi       ,Gram,3400,1600,0.470588235,0.667090106,0.830302529,4.367612637,0.470588235,17350,1167,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Assam,MARIGAON,2003,Kharif     ,Small millets,350,154,0.44,0.53513185,0.65997565,148.6304681,0.44,37,211.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,DEWAS,2000,Kharif     ,Maize,12514,18880,1.508710245,1.440095752,2.632769546,3.063059939,1.508710245,10105,2280,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,AMROHA,2014,Kharif     ,Arhar/Tur,196,128,0.653061224,0.926960852,0.797442842,5.28464394,0.653061224,3013,878,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,PASHCHIM CHAMPARAN,2004,Rabi       ,Linseed,619,522,0.843295638,0.779583647,0.521592271,3.509813832,0.843295638,333,146,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,HAMIRPUR,2009,Kharif     ,Jowar,19635,8432,0.429437229,0.984565707,1.048582467,5.28464394,0.429437229,1221,2000,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,JHANSI,2013,Kharif     ,Sesamum,64536,11229,0.173995909,0.169634993,0.459043106,5.28464394,0.173995909,71,161.1,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,GAUTAM BUDDHA NAGAR,2011,Rabi       ,Peas & beans (Pulses),61,87,1.426229508,1.229249865,1.266965015,5.28464394,1.426229508,2021,340,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,BALLIA,2006,Whole Year ,Coriander,21,11,0.523809524,0.559256434,0.498316264,5.28464394,0.523809524,20,36,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,ETAH,2009,Kharif     ,Sugarcane,160,8772,54.825,52.42683293,195.0033975,5.28464394,54.825,380766,35918,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,NABARANGPUR,2002,Kharif     ,Moong(Green Gram),119,11.2,0.094117647,0.270952863,0.452434518,3.72545989,0.094117647,145.2,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,MAYURBHANJ,2012,Winter     ,Maize,12,32.2,2.683333333,1.374514959,2.632769546,3.72545989,2.683333333,58.2,2280,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,GHAZIPUR,2008,Rabi       ,Potato,8550,116348,13.60795322,20.89612272,12.86702455,5.28464394,13.60795322,72455,6437,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Himachal Pradesh,KULLU,2007,Kharif     ,Soyabean,3,3,1,1.498397513,1.048275962,1.936961378,1,39,1219,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,BELGAUM,2003,Rabi       ,Groundnut,4885,6469,1.324257932,0.868753623,1.195073612,4.431194149,1.324257932,4372,929.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,UTTAR KANNAD,2011,Rabi       ,Cowpea(Lobia),219,77,0.351598174,0.405638953,0.495117722,4.431194149,0.351598174,100,88,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Maharashtra,AMRAVATI,2014,Rabi       ,Gram,126500,100400,0.793675889,0.667090106,0.830302529,4.367612637,0.793675889,17350,1167,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Rajasthan,BHARATPUR,2002,Whole Year ,Mango,56,0,0,0,3.974557888,2.841470918,0,0,4499,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Maharashtra,PUNE,2008,Kharif     ,Moong(Green Gram),3900,1700,0.435897436,0.515480638,0.452434518,4.367612637,0.435897436,2700,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,SUNDARGARH,2012,Autumn     ,Ragi,33,20.2,0.612121212,0.571395518,1.198069892,3.72545989,0.612121212,31.15,311,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,JABALPUR,2006,Kharif     ,Urad,20619,4909,0.238081381,0.337059397,0.493911727,3.063059939,0.238081381,875,366,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,GOPALGANJ,2007,Kharif     ,Urad,20,16,0.8,0.805897783,0.493911727,3.509813832,0.8,154,366,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,PASHCHIM CHAMPARAN,2008,Kharif     ,Urad,240,204,0.85,0.805897783,0.493911727,3.509813832,0.85,154,366,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,GWALIOR,2008,Whole Year ,Sesamum,15757,7851,0.498254744,0.415446003,0.459043106,3.063059939,0.498254744,368,161.1,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,KOPPAL,2014,Kharif     ,Onion,4178,45458,10.88032551,7.271978443,11.85524334,4.431194149,10.88032551,2222,1718,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Gujarat,BHARUCH,2001,Kharif     ,Rice,24200,25200,1.041322314,2.075012957,1.995013791,5.716670782,1.041322314,22200,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,SAMASTIPUR,2001,Whole Year ,Turmeric,1614,1549,0.959727385,1.065822776,2.755895142,3.509813832,0.959727385,41,125.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,KANDHAMAL,2011,Winter     ,Rice,32000,36000,1.125,1.533852841,1.995013791,3.72545989,1.125,42000,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,MADHUBANI,2003,Rabi       ,Wheat,82822,65802,0.794499046,2.076928532,2.092278562,3.509813832,0.794499046,105933,58988,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,BHOJPUR,2010,Winter     ,Rice,105877,215955,2.039678117,1.467558229,1.995013791,3.509813832,2.039678117,21503,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Assam,BAKSA,2010,Winter     ,Rice,84168,134217,1.594632164,1.585175699,1.995013791,148.6304681,1.594632164,23936.5,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Rajasthan,JHALAWAR,2000,Rabi       ,Barley,307,557,1.814332248,2.214632753,1.822868366,2.841470918,1.814332248,4136,1287,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,THENI,2008,Whole Year ,Banana,4846,432852,89.32150227,41.32571836,27.0647554,65.28759321,89.32150227,86895,12176,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,THIRUVALLUR,2005,Kharif     ,Bajra,1454,2343,1.611416781,1.747393328,1.173871632,65.28759321,1.611416781,1566,1649,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,AMROHA,2010,Kharif     ,Rice,24355,47127,1.935003079,2.077233843,1.995013791,5.28464394,1.935003079,96080,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,CHIKMAGALUR,2010,Rabi       ,Rapeseed &Mustard,134,45,0.335820896,0.264234444,0.770264534,4.431194149,0.335820896,31,1175,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,MAINPURI,2011,Kharif     ,Sweet potato,349,4535,12.99426934,12.86851677,8.848028918,5.28464394,12.99426934,854,446.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,BIJNOR,2014,Summer     ,Rice,67,175,2.611940299,2.077233843,1.995013791,5.28464394,2.611940299,96080,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,ALIGARH,2012,Rabi       ,Garlic,276,1434,5.195652174,5.17838749,3.320252292,5.28464394,5.195652174,239.5,162,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Chhattisgarh,DANTEWADA,2012,Rabi       ,Peas & beans (Pulses),1,0.341752233,,0.341752233,1.266965015,2.179585844,0.341752233,141,340,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,BULANDSHAHR,2010,Kharif     ,Bajra,8501,16985,1.998000235,1.359246282,1.173871632,5.28464394,1.998000235,3259.5,1649,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,Peas & beans (Pulses),895,1148,1.282681564,1.229249865,1.266965015,5.28464394,1.282681564,2021,340,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,BAREILLY,2004,Kharif     ,Maize,290,445,1.534482759,1.64965243,2.632769546,5.28464394,1.534482759,501.5,2280,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,GONDA,2007,Rabi       ,Rapeseed &Mustard,7931,6958,0.877316858,0.905129195,0.770264534,5.28464394,0.877316858,3591,1175,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,MAINPURI,1997,Rabi       ,Sunflower,165,143,0.866666667,1.581933329,0.944233258,5.28464394,0.866666667,31,180,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,BAREILLY,2001,Rabi       ,Urad,15,7,0.466666667,0.541431909,0.493911727,5.28464394,0.466666667,306,366,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,MANDLA,2004,Whole Year ,Potato,210,2295,10.92857143,12.31117344,12.86702455,3.063059939,10.92857143,5191,6437,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,SHAHDOL,2003,Kharif     ,Soyabean,1392,702,0.504310345,0.909333153,1.048275962,3.063059939,0.504310345,51546.5,1219,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,MANDYA,2012,Whole Year ,Tapioca,26,275,10.57692308,9.767527179,18.77341183,4.431194149,10.57692308,210,2000.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,KHORDHA,2000,Kharif     ,Moong(Green Gram),10975,1744,0.158906606,0.270952863,0.452434518,3.72545989,0.158906606,145.2,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,MADHEPURA,2005,Summer     ,Moong(Green Gram),15986,11782,0.737019892,0.613560647,0.452434518,3.509813832,0.737019892,153,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,BALRAMPUR,1999,Whole Year ,Peas & beans (Pulses),1864,1777,0.95332618,1.229249865,1.266965015,5.28464394,0.95332618,2021,340,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,DINDIGUL,2003,Kharif     ,Urad,5817,2378,0.408801788,0.528975505,0.493911727,65.28759321,0.408801788,1460.5,366,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttarakhand,CHAMOLI,2008,Kharif     ,Arhar/Tur,164,78,0.475609756,0.694739393,0.797442842,3.316488923,0.475609756,51,878,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Haryana,SONIPAT,2003,Whole Year ,Banana,43,0,0,0,27.0647554,7.055328564,0,0,12176,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,DINDIGUL,1998,Whole Year ,Potato,912,13548,14.85526316,18.07789659,12.86702455,65.28759321,14.85526316,3130.5,6437,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Chhattisgarh,KABIRDHAM,2004,Whole Year ,Sannhamp,1,0.486689896,,0.486689896,1.200309682,2.179585844,0.486689896,19,20,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,KAUSHAMBI,2005,Rabi       ,Rapeseed &Mustard,1536,1291,0.840494792,0.905129195,0.770264534,5.28464394,0.840494792,3591,1175,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,BASTI,1997,Rabi       ,Linseed,12,5,0.416666667,0.427932509,0.521592271,5.28464394,0.416666667,20,146,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
West Bengal,BARDHAMAN,1998,Rabi       ,Moong(Green Gram),25,14,0.56,0.611839457,0.452434518,53.3348132,0.56,51.5,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,MAYURBHANJ,2004,Rabi       ,Niger seed,8991,2427,0.269936603,0.317547534,0.385643572,3.72545989,0.269936603,830,156,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,CHITRADURGA,2010,Whole Year ,Arecanut,16229,160667,9.899993838,5.521883715,2.163931621,4.431194149,9.899993838,9011,1506,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,DINDORI,2001,Kharif     ,Other Kharif pulses,3046,683,0.224228496,0.316351162,0.501818458,3.063059939,0.224228496,514,200,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,SHRAVASTI,2011,Kharif     ,Groundnut,290,290,1,0.852379086,1.195073612,5.28464394,1,262,929.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,ROHTAS,2009,Autumn     ,Rice,72,68,0.944444444,1.467558229,1.995013791,3.509813832,0.944444444,21503,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,GADAG,2007,Summer     ,Onion,141,1191,8.446808511,7.271978443,11.85524334,4.431194149,8.446808511,2222,1718,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Maharashtra,SATARA,2007,Kharif     ,Jowar,503,844,1.677932406,0.97931996,1.048582467,4.367612637,1.677932406,28200,2000,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Assam,DARRANG,2014,Rabi       ,Linseed,417,309,0.741007194,0.521013759,0.521592271,148.6304681,0.741007194,107,146,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Rajasthan,SIKAR,2010,Kharif     ,Bajra,328946,431344,1.311291215,0.778733708,1.173871632,2.841470918,1.311291215,35797,1649,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Assam,BONGAIGAON,2008,Rabi       ,Masoor,1288,686,0.532608696,0.548107329,0.701271409,148.6304681,0.532608696,415,531,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,FIROZABAD,1997,Kharif     ,Jowar,224,125,0.558035714,0.984565707,1.048582467,5.28464394,0.558035714,1221,2000,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,Garlic,45,265,5.888888889,5.17838749,3.320252292,5.28464394,5.888888889,239.5,162,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,LALITPUR,1997,Summer     ,Rice,3,2,0.666666667,2.077233843,1.995013791,5.28464394,0.666666667,96080,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,KOPPAL,2002,Whole Year ,Brinjal,261,752,2.881226054,6.865190357,7.240500263,4.431194149,2.881226054,2353.5,1320,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,MAU,2009,Summer     ,Sunflower,12,26,2.166666667,1.581933329,0.944233258,5.28464394,2.166666667,31,180,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,COIMBATORE,2011,Rabi       ,Maize,2325,16166,6.95311828,3.867929217,2.632769546,65.28759321,6.95311828,5911,2280,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,LALITPUR,2014,Kharif     ,Ginger,826,3810,4.612590799,4.605248268,8.572291228,5.28464394,4.612590799,113,2280,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Maharashtra,JALNA,2006,Rabi       ,Linseed,2100,600,0.285714286,0.298202883,0.521592271,4.367612637,0.285714286,300,146,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,TIRUCHIRAPPALLI,2013,Kharif     ,Bajra,1044,826,0.791187739,1.747393328,1.173871632,65.28759321,0.791187739,1566,1649,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,PASHCHIM CHAMPARAN,2005,Rabi       ,Gram,96,90,0.9375,0.994578592,0.830302529,3.509813832,0.9375,789,1167,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,Dry chillies,29,28,0.965517241,0.893677011,1.372475632,5.28464394,0.965517241,61,259,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Meghalaya,WEST KHASI HILLS,2010,Rabi       ,Small millets,232,234,1.00862069,0.954238419,0.65997565,2.956008699,1.00862069,289,211.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,MANDSAUR,2004,Rabi       ,Barley,214,492,2.299065421,1.586777735,1.822868366,3.063059939,2.299065421,400,1287,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,SHRAVASTI,2009,Kharif     ,Dry chillies,9,8,0.888888889,0.893677011,1.372475632,5.28464394,0.888888889,61,259,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,SATNA,2005,Kharif     ,Niger seed,4,1,0.25,0.236489506,0.385643572,3.063059939,0.25,37,156,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,VILLUPURAM,2002,Kharif     ,Bajra,27294,10774,0.39473877,1.747393328,1.173871632,65.28759321,0.39473877,1566,1649,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,BELLARY,2012,Whole Year ,Mesta,55,67,1.218181818,1.598080436,5.566799498,4.431194149,1.218181818,54,356,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,HARDOI,1999,Summer     ,Moong(Green Gram),279,206,0.738351254,0.491587224,0.452434518,5.28464394,0.738351254,43,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,DINDORI,2002,Whole Year ,Coriander,334,48,0.143712575,0.357207343,0.498316264,3.063059939,0.143712575,125.5,36,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,DHARMAPURI,1999,Kharif     ,Sesamum,6932,3514,0.506924409,0.445716464,0.459043106,65.28759321,0.506924409,773,161.1,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,KHERI,2014,Summer     ,Moong(Green Gram),26,13,0.5,0.491587224,0.452434518,5.28464394,0.5,43,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Rajasthan,RAJSAMAND,2009,Rabi       ,other oilseeds,46,17,0.369565217,0.467352465,1.574470875,2.841470918,0.369565217,444,73,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Maharashtra,NANDURBAR,2001,Kharif     ,Soyabean,2100,1900,0.904761905,1.282852858,1.048275962,4.367612637,0.904761905,41000,1219,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,DINDIGUL,1999,Whole Year ,Sweet potato,127,1540,12.12598425,16.0375317,8.848028918,65.28759321,12.12598425,232.5,446.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
West Bengal,NADIA,1999,Kharif     ,Mesta,315,3550,11.26984127,9.568299602,5.566799498,53.3348132,11.26984127,3155,356,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,MALKANGIRI,1998,Winter     ,Groundnut,20,25,1.25,1.066464224,1.195073612,3.72545989,1.25,240.55,929.5,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,MEERUT,2013,Rabi       ,Masoor,466,322,0.690987124,0.814028757,0.701271409,5.28464394,0.690987124,1361,531,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,KANPUR DEHAT,2011,Rabi       ,Coriander,1071,593,0.553688142,0.559256434,0.498316264,5.28464394,0.553688142,20,36,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,GHAZIABAD,2013,Rabi       ,Rapeseed &Mustard,1292,1928,1.492260062,0.905129195,0.770264534,5.28464394,1.492260062,3591,1175,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Madhya Pradesh,ASHOKNAGAR,2009,Whole Year ,Garlic,3,8,2.666666667,3.014960324,3.320252292,3.063059939,2.666666667,255,162,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,GAJAPATI,2009,Winter     ,Moong(Green Gram),1295,246.1,0.19003861,0.270952863,0.452434518,3.72545989,0.19003861,145.2,129.75,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,SANT KABEER NAGAR,2012,Kharif     ,Sugarcane,3981,240229,60.34388345,52.42683293,195.0033975,5.28464394,60.34388345,380766,35918,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,JEHANABAD,2002,Kharif     ,Arhar/Tur,231,278,1.203463203,1.390794841,0.797442842,3.509813832,1.203463203,688,878,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Karnataka,DAVANGERE,2005,Kharif     ,Sesamum,3141,2104,0.669850366,0.495224546,0.459043106,4.431194149,0.669850366,521,161.1,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Andhra Pradesh,WEST GODAVARI,2006,Rabi       ,Jowar,212,457,2.155660377,1.650762115,1.048582467,195.1385872,2.155660377,692.5,2000,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Odisha,SUNDARGARH,1997,Autumn     ,Urad,4765,1067,0.223924449,0.281034031,0.493911727,3.72545989,0.223924449,134.45,366,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,HAMIRPUR,1999,Kharif     ,Sunflower,11,14,1.272727273,1.581933329,0.944233258,5.28464394,1.272727273,31,180,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,AMBEDKAR NAGAR,1997,Rabi       ,Gram,2700,1888,0.699259259,0.943826052,0.830302529,5.28464394,0.699259259,1470,1167,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Chhattisgarh,SUKMA,2014,Rabi       ,Gram,1,0.858411341,,0.858411341,0.830302529,2.179585844,0.858411341,857.5,1167,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Uttar Pradesh,UNNAO,2011,Rabi       ,Rapeseed &Mustard,14459,13862,0.958710838,0.905129195,0.770264534,5.28464394,0.958710838,3591,1175,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Bihar,SIWAN,2011,Autumn     ,Rice,29219,45854,1.569321332,1.467558229,1.995013791,3.509813832,1.569321332,21503,30519,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
Tamil Nadu,DHARMAPURI,2002,Rabi       ,Gram,442,55,0.124434389,0.582403869,0.830302529,65.28759321,0.124434389,23.5,1167,69.52290026,20.70819361,17.80626803,6.469480065,25.61624385,103.4636554,66.48743316
